V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,label
1.4658663,0.12417504,0.9540793,-1.2680877,0.043661587,-1.3529556,1.8226061,-1.0717095,0.28674605,1.0886374,-0.7590316,-0.66206586,-0.57382524,-0.29325566,0.2677318,0.06811744,0.9388116,-0.16471049,0
-1.2041535,-1.4344602,1.5486904,-2.7335067,0.8721424,3.155844,1.1918764,-0.7088726,0.16034082,-2.2639518,-0.0034745405,-0.35662395,-0.14189437,0.6998341,0.0954893,-0.7888609,-0.20585878,0.1362147,0
-4.1182246,1.0794098,1.2651669,-4.135738,2.135708,1.9729315,-0.2391303,-1.0484294,-0.053647842,-2.7508776,-0.33393362,0.5357904,0.46511626,0.2629388,0.5615275,-0.017241212,0.10909708,-0.86658096,0
1.1125946,-2.5182812,-1.0152237,-2.6932218,1.1058697,1.4660084,-0.6248151,-0.14791606,0.38553736,-0.1681446,0.49409357,-0.9898472,0.452841,0.52695847,0.3402957,-0.15838808,0.08629095,0.14209989,0
-1.5667518,-1.6246258,1.0696536,-3.3850448,-1.4613266,1.2269166,1.7771888,-0.92730325,-0.24697165,0.58071005,-0.0125670135,0.23231836,0.6703439,-0.5793915,0.16357163,0.010553847,0.18813594,-0.122068435,0
2.461268,-3.5631683,2.6960082,-1.6327181,-0.7208505,1.4922693,-1.2168934,-3.0865138,1.2531029,1.6373411,-1.3193136,0.29281113,0.47886303,0.009184004,-0.32387805,-0.08962857,0.13965438,-0.147319,0
1.6112721,-0.19678503,3.9260948,1.0110236,-2.7140384,2.7769184,1.6795462,-2.072466,1.3939619,1.5792978,0.5521154,-1.0826583,1.2609569,-0.12220227,-0.7588843,-0.16862209,-0.5315023,0.22983164,0
5.9781585,-6.889175,1.5467836,0.8367434,0.27474627,-3.0896487,4.3965526,-1.6022589,1.8344305,2.5339162,0.05981067,1.1846306,0.5174669,-0.19575742,0.776075,-1.0227875,-0.030874193,0.30000037,0
1.1082,0.56681764,-1.1074582,-1.962095,2.545171,-0.033537287,-1.667702,-0.15751293,0.40301105,-0.7507575,0.1591704,-1.5719562,-0.42109603,-1.8303635,0.020034002,0.1794525,0.009222406,0.055450752,0
-0.42480054,-4.1485763,2.2900405,-1.0398188,-0.3915683,1.0536734,-0.71231717,-3.971283,1.9295243,1.010185,-0.5458994,-0.55695945,0.72752076,-1.069338,-0.8191663,-0.5420625,0.29803264,-0.046990454,0
-1.1647481,-1.9114796,3.3280032,-2.4370983,-1.8816065,1.9836807,-2.620316,-0.43375236,-0.05260237,0.8459204,0.22492678,-1.4226065,-0.91183126,-1.23623,0.25143364,-0.18037713,0.17436396,0.5174778,0
-0.61051214,1.857953,2.8618696,-0.74193823,-2.451977,-2.3590565,-1.5884725,-2.1628058,-0.04347736,1.2144952,-0.4927997,1.2443874,-0.809268,-1.5581913,-0.8684393,0.3957204,-0.8151644,-0.6584029,0
0.062068906,-1.5290844,-4.060494,-1.03214,1.8313639,-0.41577366,-1.340044,-1.985135,1.1145965,0.7287522,-1.487991,-0.6453561,0.6745839,-1.1336225,-0.48636627,-0.34906477,0.6926001,-1.0574032,0
1.9306875,-1.8807964,5.7245636,1.2641106,-1.8464063,1.6446855,-1.8457463,-2.7452564,1.4111282,1.342161,-0.7157966,-0.580311,0.42587128,-0.037916165,-0.22818582,0.36654642,-0.60237503,0.28490913,0
1.0863847,-3.9749053,-0.89159495,-4.5189347,0.569438,0.29901066,-1.3686571,2.0495107,-0.6363929,0.06758718,-0.13727404,0.5705924,1.6950883,0.4327612,0.29253322,-0.20765959,0.3217821,0.08916733,0
-1.8587304,-0.094745435,0.8727795,-4.5754714,-1.9567087,0.7030078,-2.3862138,-0.15350114,0.2643923,-0.17377082,-1.4074389,0.55289406,-0.21112902,-0.841281,-0.19142154,0.61262995,-0.048229557,-0.6997435,0
-2.044107,1.798912,-4.040212,1.5803999,-0.06330565,-1.4606092,-1.3578947,-0.9988655,-1.032919,0.28446904,0.3081995,-0.5855021,0.075037025,-0.68559426,-1.1122745,0.1684778,0.77958155,-0.38201424,0
2.4270787,2.7081397,0.8955483,-1.3465012,-3.3541503,-0.99543977,0.9544103,-2.6099322,-0.4860534,2.488489,-0.58958864,-0.13479894,-0.7108214,-1.8782698,-0.6240695,-0.47589546,0.85179985,-0.20240453,0
2.3649924,-3.8468838,-0.3491031,-2.2581143,-0.64353615,0.8817734,0.22833036,-1.9484067,1.6446755,1.0355991,-1.8368872,0.4261869,2.8833227,-0.19346525,-0.54776365,1.2595005,-0.09168242,-0.143002,0
3.28377,-3.5221987,-0.12700656,-0.8731743,1.6747271,1.1556665,-1.1161603,-0.7955452,0.34858772,0.50142443,0.057730045,-0.6561567,0.12586191,-0.026698198,0.28886914,0.76083124,-0.49947444,0.48687917,0
4.326259,-3.7472827,1.6647861,1.1589196,1.0972879,1.4426659,-1.889698,-2.4892225,1.155041,-0.31281263,-0.9091034,-1.1756035,0.3313013,-0.27919346,-0.8490403,-0.9773925,-0.13975409,-0.02339437,0
-0.48347902,-2.9254699,0.0046275705,-1.0568321,-0.8449929,0.9899685,-0.75067127,2.1694307,-0.7233957,0.22893317,1.1948916,-0.71201074,0.8494543,-0.73254156,0.28066075,-0.15087163,0.008878867,0.5464014,0
-1.4151254,-3.046169,0.26806873,-4.884623,0.55038524,2.4594,-1.6845325,0.42746288,-0.41167626,-0.77712095,-0.26956955,-0.12757397,-0.9134107,-1.3435886,0.52037877,-0.34273407,-0.2997692,-0.033454735,0
2.3756952,-0.97412163,1.6467658,-2.3421555,3.590864,2.0779507,-0.5132422,-1.0028939,0.49450654,-0.2146853,-0.24581572,1.6053582,-0.245756,-0.051320966,1.5108929,-0.9944464,0.4465799,0.48648253,0
0.64674574,-1.6107287,4.347774,-1.803289,-0.5696768,2.8218567,-2.761879,-1.6820867,0.32321256,1.5567198,-0.4259237,-0.0689688,-1.3600292,-0.2968486,-0.87638885,0.2554052,-0.17340915,-0.18514748,0
3.3022857,-2.7517335,1.6537594,-0.82255244,2.4115298,2.0542471,-2.9949105,-2.6242921,1.1896749,-0.47740236,-0.8004049,-0.28496182,1.3063759,-0.15972745,0.38902992,-0.11270513,-0.1700025,0.52087224,0
2.9888046,-4.5054054,-0.9043124,-1.216352,-0.590418,0.28169408,-2.4559748,-0.9167981,3.012959,1.7225033,-0.93706584,0.39392352,1.1033412,-0.270292,-0.43747047,0.972858,0.17167518,0.44681376,0
1.0772623,-4.1259604,0.09028217,-2.5282094,-1.0057843,0.8648029,1.1952659,0.112450056,1.3068769,0.29947507,-1.6096455,-0.2490274,1.5063742,-0.44310397,-0.030859454,-0.4176165,-0.6099313,0.71723056,0
5.5518694,-1.3710352,1.7931889,-1.667892,-0.9604913,2.9620533,-1.2636837,-1.8401101,-0.94083816,1.2463101,-0.14135551,-1.2635547,-0.09647202,1.3329273,-0.09495269,1.1191643,0.15736702,-0.22556467,0
1.931952,-4.3822975,0.5466886,-1.2378249,-0.61091936,1.8111947,-3.4098654,-0.20425245,0.7679595,0.49663642,-1.4690108,0.88716066,1.0191326,-0.64440584,-0.2415464,0.7250227,0.8298744,-0.20588657,0
-4.167991,-1.6924037,2.1005855,-3.5982268,-1.3516598,2.4676843,-0.76767486,0.6419765,0.5130008,-1.8381393,-0.49069148,0.976736,-1.1535289,0.024798205,0.56413835,-0.41768837,0.52036244,0.71499985,0
1.6778356,-2.2217703,5.3646936,0.09331754,-1.6500345,1.0766423,2.1894622,-0.81180435,-0.421403,3.4688418,-0.9059899,-0.022231182,0.08173616,-0.012688632,0.5642402,-1.1852167,0.23177479,-1.3424151,0
-1.155243,0.007285514,1.4625936,-5.019861,0.066375084,0.2665338,0.5579134,0.5746833,-0.30135462,0.75287557,-1.5744338,0.507139,0.5560288,-0.33469155,0.9401168,-0.043295424,0.27884132,-0.15081985,0
1.4934896,-0.91054803,0.74789685,-2.9245217,-2.6468878,-0.94183636,0.03784629,-0.77859807,1.7457417,0.31011093,0.1021369,0.017242987,-0.7332685,-0.75023705,-0.28685158,-0.07330191,-0.013606215,0.7718375,0
2.6987674,-1.1897864,1.1756542,-2.3024993,0.8423103,1.8255692,-2.4757473,-2.4380646,2.9884913,0.6188557,0.15411738,-0.25094193,1.3296828,-1.1140167,-0.506617,-0.66034913,-0.04485346,0.32816657,0
0.64224404,-3.7294588,2.6792312,-2.2238178,0.67233175,0.79294103,-0.8324544,-0.2284086,-0.6158073,0.44971678,-0.6308238,1.4625882,0.81225693,0.9027543,0.704589,-0.68612355,0.15073878,-0.21859273,0
1.7848797,-1.8763711,3.6211486,-1.8466263,0.08564078,0.6484307,0.12613676,-0.72510904,-0.35870513,-0.49245656,0.3138001,-0.38434333,-0.19132578,-0.13610323,0.37193087,0.3911513,0.024273364,-0.0044003366,0
0.3937025,-1.3423558,0.59052896,0.18679366,-1.1958032,0.4274904,1.5289111,-1.906899,1.3552041,-0.79948467,-1.2134744,-0.21287566,-0.51973236,0.1415951,-1.8313583,-0.5993798,0.55030096,0.56061554,0
4.7516317,-4.153459,2.1567414,-1.0262803,0.037176184,2.7674406,-1.8751806,-0.8249262,0.2469275,1.0820383,-0.6839585,-0.40683442,0.5494531,-0.5708966,0.016900301,-0.1222836,0.45219293,0.7041343,0
4.981004,-3.6654851,0.47129673,-1.0791163,0.7847628,2.382989,-1.065413,-2.562803,-0.19246396,0.7366419,1.3256236,0.4161018,0.1645524,0.83531374,0.13906275,0.620181,-0.33008736,0.16265221,0
0.017379962,-2.8145356,2.176971,0.20270409,1.1394361,3.9271631,-1.5527674,-1.9587319,-0.49305475,-1.0217321,-0.63843477,-0.10478619,-0.19354431,-0.1263001,-0.037230145,-0.27590606,0.46855727,0.487905,0
-1.4983227,-4.4764113,1.5872701,-3.2600915,-0.94435614,1.593016,-3.2635145,-1.5411898,2.085867,0.1428899,-1.3518016,-0.501982,-0.15017262,-1.6913502,-0.11801705,0.48041996,-0.51600397,-0.110592075,0
0.5006067,-1.5444039,1.2172079,-4.046649,1.5930023,0.43089458,0.8228589,-2.0141091,0.9965289,0.8175176,-0.9775399,0.9633611,-0.030467998,-0.020262528,0.5054422,0.3811419,-0.6755106,-1.8089408,0
0.014039751,-3.568665,2.2312872,-0.12640539,-3.7633688,1.1042851,1.4653023,-1.3568466,0.59538734,-0.37932596,-1.4375098,1.0588262,-1.8550371,-0.9190554,-1.1762049,0.0028172173,-0.21791133,0.31179187,0
0.8316761,-4.5838027,5.1917877,0.30406672,-3.486212,1.606368,-2.7913663,-0.41131443,0.49136144,1.3374028,-0.19854599,-0.37637147,0.6223553,-0.985653,-0.32735428,0.26902536,0.12907048,-0.109560795,0
-1.2255601,-4.073194,-2.2489314,-0.5804517,1.7215788,0.7292505,-1.05322,-0.66377026,-0.8614073,0.47427222,-2.7150996,-1.0884552,1.2482257,-1.4435307,-0.751401,0.6581079,-0.14178032,0.0405635,0
4.9034486,-1.6171101,-1.8503631,-1.7369889,-1.0517254,-2.8028758,0.9505303,-1.8121704,3.9879003,0.43916446,0.0015197223,-0.4867864,-0.8665613,1.4496659,0.23425293,-1.1371937,-0.49453104,-0.9653588,0
0.2825467,-2.4028168,0.12865645,-2.0716197,0.9777679,0.16711836,-2.340411,-1.8668967,1.7550837,0.91034293,-1.0127505,0.21078669,1.0563251,-1.6886446,-0.08529641,0.45112965,-0.9011112,-0.5493382,0
3.7802608,-1.0371665,1.1154377,0.43284488,-1.7211729,1.165535,-1.6223962,-1.0224038,0.4840859,0.7327626,-0.38136375,-0.13355164,0.6576946,-0.82329047,-0.045288336,0.45362887,-0.035648588,-0.18451256,0
2.6922488,-3.7692409,4.360621,1.0895876,-0.6255032,2.6847427,-2.5320647,-1.9096527,-0.69698626,0.3986917,0.3151786,-0.7786224,-0.3704208,0.24541526,-0.5031061,0.08822627,0.38205913,1.5188712,0
1.6206676,-6.098247,1.271695,-0.8621406,0.5389265,3.0940616,3.7773912,-0.5458618,-0.58603036,2.0015526,-2.1841438,0.7838938,-1.1685469,-0.26413822,-0.68303233,1.8081077,-0.41221324,0.8257488,0
3.5843997,-4.5578604,1.9443393,-0.3386916,-0.0029585785,3.7166274,-2.3843977,-1.7390046,3.074121,1.6732349,-0.18144415,-0.1586293,-0.0350202,-1.8902289,-0.7367272,0.56000024,0.16344056,0.08620295,0
5.8888936,-6.2956862,0.5629321,1.997008,-1.4696395,0.6425941,-0.6871443,-0.5421944,-1.1467865,1.9002975,-0.6410533,1.3806992,1.7216552,0.115748495,0.30117467,0.6904728,-1.1447035,0.52016306,0
0.90747815,-0.48660424,1.0806329,-4.1434298,1.139525,2.113786,-1.8733399,0.3022166,0.6781509,-1.5439626,0.31338772,1.491867,1.2514657,-0.52170163,0.25503784,-0.18730596,0.267099,-0.87356865,0
-2.5125003,0.039003763,3.0723147,-3.6752229,-0.66763544,3.2466483,1.0791893,1.1644489,-0.18146223,-1.7202524,1.1045307,0.27240252,1.0380987,1.5309185,0.51529473,-0.48738942,-0.1534694,-0.10532878,0
0.32390556,-2.066576,-0.27529618,-2.3685145,-2.5420659,3.1782296,-0.12766743,1.2794048,-0.22530243,0.9720704,0.57381064,-0.8057067,0.42841622,0.38952804,-0.49736786,-0.6612906,0.65158266,1.1400671,0
3.259916,-7.550973,-0.5361905,0.13607086,3.7608619,0.7326048,1.7682053,-1.3697968,0.1070275,0.4529375,-0.6045296,2.376785,-0.38432732,0.7482842,0.73058224,-0.13267682,1.4763254,0.08575301,0
3.5738316,-2.0934722,1.5111494,-3.245762,3.7013867,0.9030041,0.95872957,-0.45192555,1.1163895,-1.062869,0.37317342,1.4336778,0.31233382,0.37333852,0.22394973,-0.56118315,-0.27497283,0.47808415,0
2.1920843,0.8001912,4.3068757,-1.9752568,0.5661512,2.7123451,-0.716003,-0.72391295,1.9187344,1.4273258,-0.8875295,-0.2685275,0.59795076,1.5169384,-0.9811254,-0.74677885,0.41205004,-0.804125,0
0.3038979,-2.3509018,2.6496034,-3.2783616,0.36783862,2.5694368,-2.3522427,0.49248734,-0.5558456,-1.0476121,-0.8345857,0.90056753,0.41217718,-0.3144469,0.47516865,-0.12123139,0.46147668,-0.23530021,0
3.2575064,-5.2096024,3.4978924,1.3490477,1.1124527,4.0750365,-2.6284597,-1.4929463,-0.53282326,0.4784812,-1.4028258,-1.017272,0.27448764,-1.330472,-0.7332178,-0.24317776,-0.37074757,0.43077382,0
0.8885565,-0.2832491,4.0866127,-0.5599366,-0.032867447,2.3152354,1.2672291,-1.1193352,-1.6506379,3.037574,0.5119883,0.6492899,-1.4555249,0.31966537,-1.3438923,-0.9677766,-0.03912771,-1.1354053,0
1.0509992,-3.478411,1.4595797,-2.0736518,-0.04553207,-0.051068846,1.2247945,-1.3544674,0.43358788,0.4784349,-1.4388441,-0.847733,-0.13582328,-0.6972907,-0.5433859,-0.13547198,1.037994,0.6402853,0
2.6367624,-1.8136761,2.2521555,-1.6947664,-1.9232022,2.9700296,-1.112019,-1.5074494,0.4352086,-0.06662265,-0.99303967,-0.30019918,-0.83656365,1.0466264,0.07732154,0.09010954,0.12758876,0.7173653,0
-0.7831437,-2.670678,2.758516,-4.1114583,-2.2380846,1.3787388,0.3718716,0.28886354,1.7078283,0.37692723,-1.6683952,1.1049845,1.4488713,0.5277334,0.66464204,0.47479174,-0.1663603,0.61368245,0
-0.8940293,0.9330079,0.767153,-3.6358876,0.24572529,-0.6567654,-1.3497896,-2.180221,-1.4338834,-0.45611376,-1.4301916,0.6921145,0.07517629,-0.19102183,0.08717072,-0.11253762,1.6008835,-0.40207964,0
-0.17188866,-1.1287987,1.4626654,-2.644196,-0.7356407,1.8845873,-1.6661537,0.38479754,0.8428209,-0.16449113,-0.96749544,0.43522125,0.6539301,-0.1651688,0.5022791,-0.24790175,0.1814561,0.3494378,0
1.2254572,-1.9164337,0.53684205,0.14487998,3.4466565,1.2482146,-1.9761056,-0.66356754,-0.85027516,0.27667183,-1.0513251,0.2275357,0.32239753,0.3289526,0.44555667,-0.6310997,0.77534115,0.8037918,0
-2.3205347,-1.0971432,3.32026,-0.17232715,1.0858716,0.8878825,-1.3759316,-1.2405007,-0.57429624,1.8436415,0.07861007,-1.7242899,0.6184793,-0.26766735,-0.58419305,-0.21912137,-0.97394025,1.1730545,0
-0.11824898,2.8842876,-0.7614784,-2.3586216,0.21961713,-1.167174,0.8843029,-2.8564045,0.45310244,0.093249254,-0.3087786,0.5741544,0.43100727,-0.46141416,0.37961698,0.05290116,0.86536497,-0.90700155,0
2.2988334,-1.770047,2.4391527,-2.2100024,-0.6771895,1.1199622,-0.17847191,-1.3940616,1.1722101,0.2806835,-2.4437287,1.890696,-1.2171448,0.6359384,0.1801623,-0.5536361,1.397746,0.34676364,0
0.26558045,-1.4282022,2.4899933,0.14266041,-2.7532396,1.2787757,1.7878572,-1.9522712,-0.22548747,1.250419,-2.734079,-0.31443304,-1.4506875,-0.8902852,-0.5299371,-0.11920179,0.4356343,0.3061878,0
3.5497293,-2.060258,-0.25162938,-0.15093951,-0.3638089,0.3995677,-2.354086,-2.1284192,2.3887308,0.5697659,-1.4325671,-0.38005897,1.826489,-0.6919192,-0.22944804,0.21356714,0.54527825,0.61549395,0
2.422567,-0.81978285,2.3603013,-2.9246802,-1.1495116,0.72343224,-1.0754302,1.7271767,-0.12565404,0.21538067,0.6497699,0.599986,-0.07218445,0.0065497006,0.6265248,-0.80742973,0.30078772,0.6366667,0
