V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,label
2.4006903,1.145911,-0.74059796,-3.013307,-1.4824915,0.8719309,-0.4795938,-1.660207,-0.5238097,0.16405204,-0.025621394,-0.47927734,0.056991708,0.17201723,-0.11107972,0.16961704,0.80678004,-0.49270302,0
-2.2455642,3.500868,1.873099,-2.8642347,5.7676415,1.1654522,-0.5800084,-0.27117443,-1.2009448,1.9659468,-1.1530575,0.6028484,1.5066415,0.12993991,-0.4897325,0.8286867,-0.16349754,0.8974977,0
0.9830437,3.3637333,1.9242593,-2.656482,0.17813683,1.2191181,-0.83414507,-2.767221,-0.8547933,-1.8273703,-1.8956033,-0.9381599,1.1676702,-0.22020768,-0.2888044,0.43179032,-0.62758654,0.52463835,0
-2.0306573,1.7203664,1.369431,-1.1617012,0.8190483,1.8877361,0.03521222,-1.5005586,-0.4739512,2.6509328,-0.80899143,-0.06670646,-1.2655365,-0.3701111,-0.73591954,-0.25320366,-0.39179832,-0.089715175,0
4.110703,1.6845151,-0.24215034,-1.0174731,-0.36749852,0.8815365,-3.420749,-0.12250444,0.57509995,-1.0847023,-0.8745469,-1.5001411,0.7454729,-0.11460445,0.03189525,-0.17146562,0.41938984,-0.6990589,0
2.9912705,1.7437599,2.9692423,-1.8990111,-2.0028572,1.7798774,-1.1668203,-1.0194554,1.1741506,0.20936476,-0.04311613,-0.4154724,0.5788603,0.29732272,-0.3778182,0.20813836,0.023026746,0.42840537,0
-0.13183133,3.992249,0.5810857,-3.633049,-2.1856508,-0.74818105,3.2862542,-4.0803986,0.54989815,-2.2910652,-0.39961672,0.15987687,-0.7160509,-0.80981773,0.8416937,-0.31320697,-1.0362548,1.1522399,0
2.0934258,3.3941524,2.890492,-1.12516,0.61943185,1.0264196,-1.37786,-0.046434365,0.96396106,0.3246067,0.34722015,-0.34973258,-0.0740404,0.355257,-0.23135585,-0.01516935,-0.20404655,-0.25985885,0
-0.1926868,3.6994174,2.4274404,-0.4562387,-1.5982708,-0.021469936,-0.44041973,-1.6513045,0.6695965,0.31437647,-1.2785263,0.48177448,0.23707409,0.115294784,0.20611319,0.09179539,-0.18410349,-0.25693315,0
2.3309064,0.27358487,3.2715611,-2.5196106,3.911378,-1.902762,2.9363296,0.09196033,0.9794959,-1.9433826,-2.0467587,0.63855314,-1.7384429,-1.192338,0.90594983,-0.13446009,0.49571374,1.0455362,0
1.4519932,-0.12186299,0.7627747,-1.4059612,-0.12574281,-1.3919483,1.7690661,-1.1433251,0.17698528,-1.1177064,-0.82551384,-0.64894676,-0.5622311,-0.2386645,0.3605637,-0.40805942,0.5719102,0.42196327,0
-1.2859915,1.4075142,1.7298613,-2.5536904,-0.5413324,2.8514225,1.4257152,-0.8154305,-0.3907454,2.2575321,-0.0992048,-0.0982252,0.081693426,0.6822026,0.01032256,1.1092799,0.09310598,-0.16654351,0
-4.1371846,-1.3413172,1.0989419,-3.9254296,-1.6904252,1.8971404,-0.14504643,-1.228447,-0.27765417,2.7437067,-0.034807928,0.676505,0.6180096,0.1314698,0.68781316,0.4219044,-0.4398242,1.005571,0
1.0764252,2.5266333,-0.9215424,-2.410461,-0.8445084,1.8273091,-0.4395736,-0.4748299,-0.32590297,0.25320825,0.61512536,-1.1358783,0.21842192,0.29105157,-0.09880081,0.58333886,0.72787625,-0.91421354,0
-1.7707634,1.5407912,0.923619,-3.213214,1.818837,0.935867,1.655697,-0.8523144,0.46848407,-0.52457654,-0.007039339,-0.04958715,0.64506406,-0.5900483,-0.039383464,-0.033379998,-0.102312095,0.3533685,0
2.2263045,3.6788619,2.367771,-1.4311335,0.84938943,1.265876,-1.0323274,-2.8159502,-0.81604016,-1.9370672,-1.2822636,0.20689586,0.58001584,0.085748255,-0.07443615,-0.052061666,-0.4316713,0.7733049,0
1.2493111,0.6562427,4.2986465,1.0187147,2.925097,1.8277713,1.7781502,-1.7678665,-1.2025586,-1.4941998,0.28517422,-1.570291,0.89965975,-0.1546696,-0.7861671,0.123700425,-1.0631399,0.29833478,0
5.5035615,6.67031,1.2508501,0.56869096,-0.16063888,-4.124132,4.321408,-1.556861,-1.2526418,-3.0704625,0.25016332,0.59172916,0.57847106,-0.3574889,0.743153,1.143685,-0.6442624,1.2485541,0
1.1896901,-0.67181057,-1.0960588,-1.7382945,-2.574708,0.6786711,-1.4186546,-0.3938643,-0.37895375,0.83400035,-0.040820297,-1.2784795,-0.896844,-1.729675,-0.17817372,-0.024421,0.21273991,-0.35313368,0
-0.7967143,4.0599337,1.9213154,-0.6756531,0.60505176,0.9786467,-0.4857837,-3.903084,-1.8226624,-1.1374698,-0.81416786,-0.37931263,0.3421604,-0.8092949,-0.83182317,0.37366104,-0.5753898,1.0167366,0
-1.2499431,2.2528977,3.3422182,-2.4512227,1.787697,2.313014,-2.3666399,-0.5887591,0.32770792,-0.742826,0.0129353525,-1.118153,-1.3288811,-1.1488013,0.24529222,0.085232265,0.0065206564,0.043192223,0
-0.51104,-1.6588275,2.5174737,-0.7923003,1.9962254,-2.4773803,-1.9324545,-1.9564506,0.43658897,-1.5628912,-0.63777065,1.4461701,-0.76430017,-1.4441414,-0.6295526,-0.37639055,-1.3512826,0.5991876,0
0.056819126,1.5081049,-4.3658,-0.69684017,-1.9445227,0.33813396,-1.2676724,-1.6271367,-1.1319047,-0.69983876,-1.877915,-0.7359831,0.22910212,-1.009589,-0.35516435,0.16351,0.040065166,1.3861651,0
1.685184,2.1241014,5.7582192,1.206002,1.8123268,1.0281198,-1.6118444,-2.5788412,-1.196812,-1.3843198,-0.7704454,-0.50737596,0.24173239,-0.05145599,0.013442002,-0.48681033,-1.1869835,0.36306125,0
1.0687479,3.922312,-1.2269064,-4.310682,-0.7915662,0.49712324,-1.3144411,2.0510552,0.45705158,0.07755169,0.1574571,-0.0104493955,1.605246,0.4451325,0.24861956,0.32395923,0.2428762,0.34864074,0
-1.7102712,0.12737156,0.5685086,-4.577304,1.8930727,1.2515447,-2.3446193,-0.13946283,-0.23997726,-0.03674389,-1.3789802,0.7522578,-0.024831558,-0.9050329,0.05799842,-0.5165769,0.23644301,-0.13002962,0
-1.8551149,-1.8967468,-4.011999,1.8187965,-0.15832083,-0.86070585,-1.4324955,-0.64829266,0.8973941,-0.21093963,-0.031568598,-0.5687502,-0.10429208,-0.7954622,-1.3384038,-0.099237844,0.48938462,0.24615577,0
2.3608394,-2.415449,0.81800336,-1.1985637,3.4295127,-1.0596527,0.8022064,-2.39725,1.1341978,-2.5355635,-1.1788703,0.0288971,-0.79154694,-1.7614465,-0.65209424,0.06076773,0.60651577,0.8095157,0
2.1335294,3.8124232,-0.6144377,-2.0143616,0.704644,0.54487616,0.23199512,-2.003653,-1.72641,-1.0295068,-1.8211342,0.030128483,2.78922,-0.33732986,-0.14058624,-1.5012189,-0.24043116,0.38300732,0
3.0871804,3.4081178,-0.08807294,-0.73737377,-1.6594371,1.3551563,-0.68184745,-0.9744656,-0.09541982,-0.42151183,0.04245182,-0.83602226,0.10364781,0.058911037,0.24780056,-0.5458217,-0.46512353,-0.5531086,0
4.1281934,4.0520945,1.6156151,1.431113,-1.0549003,1.7843462,-1.4564313,-2.5836494,-1.3165051,0.14238036,-1.3579515,-1.0573493,-0.11986121,-0.4116431,-0.9554196,0.89225435,-0.20337902,0.3385985,0
-0.4447778,2.9040318,0.19886181,-1.1577164,0.7273067,1.0381138,-0.6602098,2.149549,0.65191454,0.08468443,1.275878,-1.0386347,0.55420744,-0.75761724,-0.08747086,0.3622986,0.29890993,-0.45754886,0
-1.3688524,2.9664738,0.18316785,-4.7320013,-0.36161646,2.926318,-1.5994797,0.2010924,0.30751184,0.7177919,-0.19774622,0.2897002,-1.0842897,-1.1545793,0.58788276,0.37590122,-0.5495234,0.3867241,0
2.4184663,0.7615563,1.8235818,-2.2570512,-3.2248664,2.3001943,-0.06649815,-0.9317438,-0.059779424,-0.27046257,-0.07277194,1.3323303,0.34896618,-0.022001712,1.524943,1.0925546,0.70999604,-0.20657757,0
0.39395985,1.9269848,4.631087,-1.9318417,0.43089885,3.0041988,-2.2211924,-1.809711,0.164593,-1.5779173,-0.6536531,0.41865417,-1.3827412,-0.047323838,-0.87923414,-0.36587894,-0.50750506,-0.03380073,0
3.1497097,2.5880759,1.5793313,-0.5082084,-2.1594691,2.2236965,-2.4937298,-2.706816,-1.4778583,0.40719882,-0.7644271,-0.37676528,1.1857533,-0.18526983,0.49964884,0.07515416,-0.5345807,0.304958,0
2.7919261,4.4944673,-1.192139,-0.95753044,0.2761336,0.5896216,-1.9252523,-0.901467,-2.6521347,-2.1331568,-0.8066451,0.19937038,1.0024177,-0.30546972,-0.35467234,-0.9460161,0.1858498,-0.38541555,0
0.9889364,4.0239844,-0.14233488,-2.4623244,1.0689371,0.6266352,1.1347861,0.06722248,-1.5491465,-0.17633598,-1.2036752,-0.60046357,1.464208,-0.5868357,0.03888713,0.34629285,-0.91508436,-0.084109455,0
5.4112735,1.5357896,1.8509189,-1.4412217,1.1787727,3.0655386,-0.8882448,-1.7718601,1.3281583,-0.8248618,-0.47864512,-1.1138061,-0.09420147,1.3000063,-0.09286398,-0.9739748,0.41073814,-0.66090727,0
1.9701476,4.4603133,0.5288803,-1.1540016,0.42561555,2.352422,-3.1372135,-0.060382012,-0.8542028,-0.7038016,-1.4145625,0.75467736,1.0963856,-0.6114739,0.14666265,-0.93477595,0.55482227,0.5319384,0
-4.125172,1.7788506,1.9539038,-3.6972828,1.6055508,2.3286793,-0.7219498,0.5083516,-0.74848163,1.6524004,-0.2104091,1.4443378,-0.7299048,0.030065926,0.7844318,0.4165623,0.5162113,-0.37289694,0
1.1834648,2.5405295,5.5574183,-0.14360291,1.8133116,0.359871,2.0919847,-0.7585551,1.2087915,-3.373009,-0.82972723,-0.41921902,0.16326241,-0.23668198,0.6655159,0.9315798,-0.641456,1.4445939,0
-1.2275127,-0.007860851,1.209053,-5.068941,0.167153,0.08464621,0.5724362,0.6257786,0.46157753,-0.593773,-1.1341698,0.28897944,0.7579083,-0.56167364,0.9382837,0.16373676,0.4980476,-0.010894325,0
1.5440485,0.984012,0.44851568,-2.8877702,2.4291408,-1.0386024,0.08225759,-0.94682115,-1.30868,-0.65278643,-0.11510156,0.38708943,-0.7954432,-0.5847051,-0.34775648,-0.13603328,0.19619717,-0.1846441,0
2.4622018,0.95185757,1.0644656,-1.8917369,-0.75085515,2.0615175,-1.8913593,-2.6047025,-2.940044,-1.0005014,-0.004274408,-0.24074508,0.85750836,-0.93294466,-0.45535272,0.57090837,-0.31812045,0.5852813,0
0.5399497,3.7540667,2.4897156,-2.277657,-0.47155344,0.5802618,-0.933762,0.045544457,0.60001534,-0.5499603,-0.4468978,0.8534571,1.2120715,0.7236868,0.51808023,1.0675094,0.3238002,0.038090963,0
1.697135,2.0038784,3.592125,-1.9535904,-0.048093796,0.4174691,0.18980388,-0.73045826,0.62218297,0.5714605,0.2515459,-0.36521718,-0.2612943,-0.13652797,0.25030306,-0.24997471,0.17584464,-0.28327584,0
0.19004972,1.4512608,0.6218697,0.22744569,1.0629686,0.4241525,1.6426457,-1.5952652,-1.2300395,0.5169059,-1.6443754,0.08231214,-0.57498914,0.03670983,-1.6940782,0.19503213,0.7586472,0.061146036,0
4.5647063,4.2965927,2.2714758,-0.8921474,0.03411386,3.1321542,-1.4001325,-0.92554635,-0.029608209,-0.9738219,-0.82657754,-0.358206,0.52872604,-0.68433774,-0.020747123,0.03508541,0.575094,-0.051823683,0
4.935172,3.6135416,0.6578222,-0.7189564,-0.5855002,2.5377786,-0.82442176,-2.450875,0.5732648,-0.9006995,0.89794266,-0.010750548,0.56290424,0.7407945,-0.061204195,-0.40712756,0.28752214,-0.73873657,0
-0.10913646,2.802003,2.4745774,0.5600499,-0.7590099,3.968546,-1.1679132,-1.9634529,0.36165684,1.0847874,-0.65986454,0.14758156,-0.09779047,-0.0026460567,0.28296015,0.3707603,0.04600778,0.33718577,0
-1.495738,4.6238594,1.45197,-3.1018088,0.78984046,2.147617,-2.8691196,-1.7608955,-2.0868623,-0.50431883,-1.3066413,0.004203327,-0.39712474,-1.8494791,-0.041502737,-0.706035,-0.38980103,-0.46679768,0
0.25161254,1.4320002,1.0022291,-3.972041,-1.3311694,0.28089687,0.93299365,-2.2108781,-0.59308356,-1.0483139,-0.642459,0.9875302,0.38515633,-0.22430405,0.6972161,-0.13649312,-1.204281,0.988758,0
-0.20155072,3.9004898,2.2743928,-0.33404085,3.595946,0.47843328,1.5248325,-1.2138001,-0.34161007,0.18439285,-1.68231,1.7412924,-1.4240916,-0.6056054,-1.0265632,-0.33361238,-0.19399808,-0.0017591332,0
0.6240667,5.0322027,5.2026887,0.14601482,3.0747283,1.3164005,-2.586279,-0.43016344,-0.3555893,-1.2907962,-0.42148295,-0.2963979,0.17563716,-0.68358994,0.04127917,-0.7009319,-0.8672506,1.2404284,0
-1.2800928,4.0046787,-2.4601114,-0.3060921,-1.790341,1.0976633,-0.89787436,-0.25896934,0.49068332,0.14617237,-2.8433905,-1.0238018,0.9982386,-1.3382158,-0.542665,-0.72668576,-0.71064585,0.09939008,0
4.893374,1.4518592,-2.3481646,-1.6662953,0.54918313,-2.811953,1.0811355,-2.0032275,-3.5142658,-1.1921576,-0.26406214,-0.30243534,-1.0903087,1.4175382,0.42309657,0.5832062,-0.5815395,0.72921014,0
0.17764613,2.3609655,-0.2857167,-1.8061332,-1.0984237,0.5143066,-2.0330899,-1.7404819,-1.5478644,-1.1516927,-1.2574214,-0.01789381,0.8862672,-1.5960675,0.043349862,-0.43572092,-1.161293,0.2442722,0
3.805182,1.2663778,1.176102,0.4168879,1.6183294,1.2174511,-1.4543774,-0.84476185,-0.39768672,-0.771862,-0.5439482,-0.18248956,0.5512018,-0.8276149,0.07889295,-0.5203249,-0.2707014,0.19119182,0
2.5569098,4.160938,4.3248944,1.131264,0.53559494,2.596018,-2.2264595,-1.7881773,0.7174793,-0.22148411,0.15483724,-0.401269,-0.4428916,0.23606093,-0.45643547,-0.32250047,0.35887522,-0.46659136,0
0.8854812,6.3240724,1.4653357,-1.0049278,-0.19925433,2.6046307,4.1539507,-0.54785234,1.2952818,-1.6627389,-1.6513395,1.3405666,-0.53976566,-0.2728553,-0.19272126,-1.9017586,-0.13627937,-1.3358546,0
3.2798731,4.7629685,2.4906197,-0.17614274,0.17336887,4.229824,-1.3933554,-1.9378594,-2.6565917,-2.0772612,-0.21000639,0.044074405,-0.45987102,-1.7636088,-0.54355574,-0.9412028,-0.42629242,0.19244461,0
5.7001734,6.3880906,0.5373058,1.9623955,1.383521,0.27682665,-0.9340864,-0.4819987,1.2357329,-1.5815281,-0.40277454,0.78349984,2.137698,-0.010404961,0.2838146,-0.30675817,-0.9308041,-0.524114,0
1.0617819,0.3937979,1.060133,-3.9856806,-0.8446351,2.2670674,-1.5956182,0.28114393,-1.0722616,1.1839361,0.48696285,1.2102824,1.262868,-0.53267545,0.22666635,0.38074133,-0.035407443,0.62322164,0
-2.594273,-0.046441086,3.2545884,-3.6430275,1.12192,2.6267998,1.1495861,1.065401,0.009541674,1.7153867,1.5140209,-0.21653962,1.1947575,1.3189415,0.20500721,0.848748,0.2583575,-0.43637744,0
0.33677763,2.3447087,0.013206649,-2.296961,2.593037,3.015677,0.09405415,1.323362,0.27971327,-0.7907127,0.2911192,-0.9068385,0.22654377,0.5747227,-0.6148236,0.2813429,0.735156,-0.3644362,0
2.8056052,7.228687,-0.67124784,0.118728705,-3.5543485,0.710703,1.8784758,-1.260178,0.38505137,-0.8214754,-0.16926447,2.060494,0.46599543,0.77167916,0.8297146,0.4135657,0.9626732,0.5182087,0
3.3688784,1.961965,1.1969879,-3.1787288,-3.5548306,0.91449594,1.3059999,-0.60513014,-0.7898316,0.7200231,0.34703496,1.311037,0.5802375,0.68159384,0.34750023,0.4980283,-0.09067707,0.0781688,0
2.017831,-0.7730616,4.75035,-2.1281703,-0.5819401,2.5689874,-0.3749992,-0.6130527,-1.6724647,-1.677847,-1.0028288,-0.4819334,0.48788586,1.389658,-0.8832875,0.57946336,0.16214822,0.40174523,0
0.309673,2.3422637,2.5966558,-3.2652857,-0.21923031,2.8839047,-2.2301571,0.51141536,0.2519459,1.0260658,-0.56202054,0.9310491,0.7462533,-0.5720169,0.49022114,0.32947895,0.34432927,0.15604922,0
3.0221,5.354848,3.8432484,1.5870901,-1.0170228,4.239658,-2.0380545,-1.3663316,0.6047012,-0.37353602,-1.9677737,-0.4819543,-0.031422928,-0.96232545,-0.4261644,-0.11407296,-0.16936381,-0.280694,0
0.53951097,0.6050329,4.555501,-0.8018538,0.23333813,2.2381282,1.386308,-1.1614966,2.519612,-3.0887904,0.10836546,0.70746744,-1.1039914,0.29574862,-1.6496446,0.882429,0.3846724,0.08075701,0
0.8352897,3.4949715,1.1284066,-2.036919,0.025166843,-0.15209618,1.2142267,-1.3308446,-0.20349954,-0.18856923,-1.9280612,-0.62714386,-0.40430298,-0.23617874,-0.29380202,-0.21246147,0.5393101,0.84888804,0
2.6803489,1.9568409,2.2141678,-1.6404693,1.9806104,2.761434,-0.91329455,-1.5477772,-0.23921531,-0.14992954,-1.1151109,0.03218622,-0.3619074,0.96842426,0.46575594,-0.07822842,0.5993914,-0.96240616,0
-0.9846838,2.7458956,2.5034053,-4.23735,2.3399303,0.8828226,0.5169529,0.38959053,-1.7810979,-0.55675924,-1.0271324,0.5197733,1.8458115,0.26235718,0.71549404,-0.2475268,-0.2624119,-0.5432897,0
-0.8447527,-0.9403468,0.3484395,-3.2934983,-0.20189257,-0.29830542,-1.5736474,-1.8026588,1.1499281,0.4806402,-1.334714,0.78954,0.38274887,-0.38919568,0.0592082,-0.19552492,1.5700656,1.0197126,0
-0.07982398,1.1986971,1.4744253,-2.5522788,0.8118206,2.092136,-1.3994969,0.49049532,-1.0823044,-0.077962406,-0.6344369,0.33988744,0.759095,-0.44033623,0.5145228,0.5045058,0.436875,-0.55901235,0
1.320849,1.7691886,0.66833514,0.14855318,-3.4194658,1.8193848,-1.5697032,-0.4700532,0.87435967,-0.16461311,-1.0570076,0.05883222,0.6108456,0.18511923,0.5199115,0.48310578,1.0480113,-0.2539855,0
-2.5617993,1.3045945,3.518819,-0.2151988,-1.1506244,0.9620646,-1.0894961,-1.2413801,0.75910175,-1.4716419,-0.2830347,-1.8646376,0.45444974,-0.59546906,-0.8859668,0.4288594,0.20863748,-1.9573803,0
-0.048290167,-3.0775313,-1.0614479,-2.0382519,0.017680475,-1.0565593,0.7174842,-2.7826478,-0.36181182,-0.32226965,-0.4090728,0.4180326,0.6411085,-0.60238475,0.41184378,-0.022271061,0.4552855,1.0619484,0
2.0749636,1.7225832,2.4273956,-2.2568984,0.76837313,1.2834133,0.15301916,-1.1340078,-0.6753837,-0.8249961,-2.1741068,2.0720603,-0.5297469,0.6989309,0.60025,0.36461443,1.3386393,0.1923947,0
-0.0025803503,1.7172426,2.5950344,0.06277877,2.8404953,0.8771115,1.8332494,-1.4816325,0.86292005,-1.025273,-2.9995947,0.17564556,-1.3617885,-0.45986006,-0.13865684,-0.10010375,0.22891489,0.34452015,0
3.4832401,2.0199018,-0.40083882,0.17725812,0.13278821,0.5462764,-1.9551361,-1.9461648,-2.4930575,-0.704314,-1.537092,-0.42258513,1.4148954,-0.57301724,0.022789728,-0.40534014,0.28731835,0.40066415,0
2.5047145,0.9152883,2.2557378,-3.0704036,1.0529963,0.66156626,-0.8618129,1.8763909,0.26169783,-0.33041668,0.83685416,0.32817274,-0.058789544,0.18204266,0.48158067,0.9089862,0.09952836,0.072834805,0
5.6406546,3.5287516,2.568739,0.36502907,0.34247953,1.6004783,0.6032963,-1.7048926,-0.8931912,-0.53821033,-0.22059697,-0.55909586,1.2324995,0.315319,0.055289242,-0.1514924,0.2794277,-0.2760326,0
